year,round,race_name,circuit,date,race_id,driver,driver_number,team,position,grid_position,points,status,is_winner,is_podium,is_points,is_dnf,fastest_lap,quali_position,q1_time,q2_time,q3_time,is_fastest_lap
2022,17,Singapore Grand Prix,Marina Bay,2022-10-02,2022_17,ALO,14,Alpine,18.0,5.0,0.0,Engine,0,0,0,0,,5.0,115.36,113.127,109.966,0
2022,17,Singapore Grand Prix,Marina Bay,2022-10-02,2022_17,LAT,6,Williams,19.0,19.0,0.0,Collision damage,0,0,0,0,,20.0,117.532,,,0
2022,17,Singapore Grand Prix,Marina Bay,2022-10-02,2022_17,ZHO,24,Alfa Romeo,20.0,14.0,0.0,Collision,0,0,0,0,,15.0,115.375,115.518,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,90.224,90.346,89.304,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,PER,11,Red Bull Racing,2.0,4.0,18.0,Finished,0,1,1,0,,4.0,90.622,89.925,89.709,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,LEC,16,Ferrari,3.0,2.0,15.0,Finished,0,1,1,0,,2.0,90.402,90.486,89.314,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,OCO,31,Alpine,4.0,5.0,12.0,Finished,0,0,1,0,,5.0,90.696,90.357,90.165,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,HAM,44,Mercedes,5.0,6.0,10.0,Finished,0,0,1,0,,6.0,90.906,90.443,90.261,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,VET,5,Aston Martin,6.0,9.0,8.0,Finished,0,0,1,0,,9.0,91.256,90.656,90.554,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,ALO,14,Alpine,7.0,7.0,6.0,Finished,0,0,1,0,,7.0,90.603,90.343,90.322,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,RUS,63,Mercedes,8.0,8.0,4.0,Finished,0,0,1,0,,8.0,90.865,90.465,90.389,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,LAT,6,Williams,9.0,20.0,2.0,Finished,0,0,1,0,,20.0,91.511,,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,NOR,4,McLaren,10.0,10.0,1.0,Finished,0,0,1,0,,10.0,90.881,90.473,91.003,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,RIC,3,McLaren,11.0,11.0,0.0,Finished,0,0,0,0,,11.0,90.88,90.659,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,STR,18,Aston Martin,12.0,19.0,0.0,Finished,0,0,0,0,,19.0,91.419,,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,TSU,22,AlphaTauri,13.0,13.0,0.0,Finished,0,0,0,0,,13.0,91.13,90.808,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,MAG,20,Haas F1 Team,14.0,18.0,0.0,Finished,0,0,0,0,,18.0,91.352,,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,BOT,77,Alfa Romeo,15.0,12.0,0.0,Finished,0,0,0,0,,12.0,91.226,90.709,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,ZHO,24,Alfa Romeo,16.0,14.0,0.0,Finished,0,0,0,0,,14.0,90.894,90.953,,1
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,MSC,47,Haas F1 Team,17.0,15.0,0.0,Finished,0,0,0,0,,15.0,91.152,91.439,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,GAS,10,AlphaTauri,18.0,17.0,0.0,Finished,0,0,0,0,,17.0,91.322,,,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,SAI,55,Ferrari,19.0,3.0,0.0,Accident,0,0,0,0,,3.0,90.336,90.444,89.361,0
2022,18,Japanese Grand Prix,Suzuka,2022-10-09,2022_18,ALB,23,Williams,20.0,16.0,0.0,Hydraulics,0,0,0,0,,16.0,91.311,,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,VER,1,Red Bull Racing,1.0,2.0,25.0,Finished,1,1,1,0,,3.0,95.864,95.294,94.448,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,HAM,44,Mercedes,2.0,3.0,18.0,Finished,0,1,1,0,,5.0,96.148,95.732,94.947,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,LEC,16,Ferrari,3.0,12.0,15.0,Finished,0,1,1,0,,2.0,95.795,95.246,94.421,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,PER,11,Red Bull Racing,4.0,9.0,12.0,Finished,0,0,1,0,,4.0,96.163,95.864,94.645,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,RUS,63,Mercedes,5.0,4.0,11.0,Finished,0,0,1,0,,6.0,96.195,95.692,94.988,1
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,NOR,4,McLaren,6.0,6.0,8.0,Finished,0,0,1,0,,8.0,96.465,96.341,95.69,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,ALO,14,Alpine,7.0,14.0,6.0,Finished,0,0,1,0,,9.0,96.446,95.988,95.876,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,VET,5,Aston Martin,8.0,10.0,4.0,Finished,0,0,1,0,,12.0,96.695,96.398,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,MAG,20,Haas F1 Team,9.0,13.0,2.0,Finished,0,0,1,0,,16.0,96.949,,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,TSU,22,AlphaTauri,10.0,19.0,1.0,Finished,0,0,1,0,,15.0,96.808,97.147,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,OCO,31,Alpine,11.0,0.0,0.0,Finished,0,0,0,0,,18.0,97.068,,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,ZHO,24,Alfa Romeo,12.0,18.0,0.0,Finished,0,0,0,0,,14.0,96.656,96.97,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,ALB,23,Williams,13.0,8.0,0.0,Finished,0,0,0,0,,11.0,96.932,96.368,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,GAS,10,AlphaTauri,14.0,11.0,0.0,Finished,0,0,0,0,,13.0,96.577,96.74,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,MSC,47,Haas F1 Team,15.0,16.0,0.0,Finished,0,0,0,0,,19.0,97.111,,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,RIC,3,McLaren,16.0,15.0,0.0,Finished,0,0,0,0,,17.0,97.046,,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,LAT,6,Williams,17.0,17.0,0.0,Finished,0,0,0,0,,20.0,97.244,,,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,STR,18,Aston Martin,18.0,5.0,0.0,Collision,0,0,0,0,,7.0,96.86,96.032,95.598,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,BOT,77,Alfa Romeo,19.0,7.0,0.0,Spun off,0,0,0,0,,10.0,96.746,96.321,96.319,0
2022,19,United States Grand Prix,Austin,2022-10-23,2022_19,SAI,55,Ferrari,20.0,1.0,0.0,Collision damage,0,0,0,0,,1.0,95.297,95.59,94.356,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,79.222,78.566,77.775,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,HAM,44,Mercedes,2.0,3.0,18.0,Finished,0,1,1,0,,3.0,79.169,78.552,78.084,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,PER,11,Red Bull Racing,3.0,4.0,15.0,Finished,0,1,1,0,,4.0,79.706,78.615,78.128,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,RUS,63,Mercedes,4.0,2.0,13.0,Finished,0,0,1,0,,2.0,79.583,78.565,78.079,1
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,SAI,55,Ferrari,5.0,5.0,10.0,Finished,0,0,1,0,,5.0,79.566,78.56,78.351,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,LEC,16,Ferrari,6.0,7.0,8.0,Finished,0,0,1,0,,7.0,79.505,79.109,78.555,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,RIC,3,McLaren,7.0,11.0,6.0,+1 Lap,0,0,1,0,,11.0,80.279,79.325,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,OCO,31,Alpine,8.0,10.0,4.0,+1 Lap,0,0,1,0,,10.0,79.945,79.081,79.01,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,NOR,4,McLaren,9.0,8.0,2.0,+1 Lap,0,0,1,0,,8.0,79.857,79.119,78.721,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,BOT,77,Alfa Romeo,10.0,6.0,1.0,+1 Lap,0,0,1,0,,6.0,79.523,78.762,78.401,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,GAS,10,AlphaTauri,11.0,14.0,0.0,+1 Lap,0,0,0,0,,14.0,80.256,79.672,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,ALB,23,Williams,12.0,17.0,0.0,+1 Lap,0,0,0,0,,19.0,80.859,,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,ZHO,24,Alfa Romeo,13.0,12.0,0.0,+1 Lap,0,0,0,0,,12.0,80.283,79.476,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,VET,5,Aston Martin,14.0,16.0,0.0,+1 Lap,0,0,0,0,,17.0,80.419,,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,STR,18,Aston Martin,15.0,20.0,0.0,+1 Lap,0,0,0,0,,18.0,80.52,,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,MSC,47,Haas F1 Team,16.0,15.0,0.0,+1 Lap,0,0,0,0,,16.0,80.419,,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,MAG,20,Haas F1 Team,17.0,19.0,0.0,+1 Lap,0,0,0,0,,15.0,80.293,79.833,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,LAT,6,Williams,18.0,18.0,0.0,+2 Laps,0,0,0,0,,20.0,81.167,,,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,ALO,14,Alpine,19.0,9.0,0.0,Engine,0,0,0,0,,9.0,80.006,79.272,78.939,0
2022,20,Mexico City Grand Prix,Mexico City,2022-10-30,2022_20,TSU,22,AlphaTauri,20.0,13.0,0.0,Collision damage,0,0,0,0,,13.0,79.907,79.589,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,RUS,63,Mercedes,1.0,1.0,26.0,Finished,1,1,1,0,,3.0,74.427,71.318,72.059,1
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,HAM,44,Mercedes,2.0,2.0,18.0,Finished,0,1,1,0,,8.0,73.403,71.539,72.611,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,SAI,55,Ferrari,3.0,7.0,15.0,Finished,0,1,1,0,,5.0,74.68,70.89,72.357,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,LEC,16,Ferrari,4.0,5.0,12.0,Finished,0,0,1,0,,10.0,74.486,70.95,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,ALO,14,Alpine,5.0,17.0,10.0,Finished,0,0,1,0,,7.0,73.542,71.394,72.504,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,VER,1,Red Bull Racing,6.0,3.0,8.0,Finished,0,0,1,0,,2.0,73.625,70.881,71.877,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,PER,11,Red Bull Racing,7.0,4.0,6.0,Finished,0,0,1,0,,9.0,73.613,71.456,75.601,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,OCO,31,Alpine,8.0,16.0,4.0,Finished,0,0,1,0,,6.0,74.663,71.587,72.425,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,BOT,77,Alfa Romeo,9.0,14.0,2.0,Finished,0,0,1,0,,18.0,75.486,,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,STR,18,Aston Martin,10.0,15.0,1.0,Finished,0,0,1,0,,15.0,74.398,72.21,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,VET,5,Aston Martin,11.0,9.0,0.0,Finished,0,0,0,0,,13.0,73.597,71.678,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,ZHO,24,Alfa Romeo,12.0,13.0,0.0,Finished,0,0,0,0,,17.0,75.197,,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,MSC,47,Haas F1 Team,13.0,12.0,0.0,Finished,0,0,0,0,,20.0,76.361,,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,GAS,10,AlphaTauri,14.0,10.0,0.0,Finished,0,0,0,0,,12.0,74.371,71.675,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,ALB,23,Williams,15.0,19.0,0.0,Finished,0,0,0,0,,11.0,74.324,71.631,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,LAT,6,Williams,16.0,18.0,0.0,Finished,0,0,0,0,,16.0,75.095,,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,TSU,22,AlphaTauri,17.0,0.0,0.0,+1 Lap,0,0,0,0,,19.0,76.264,,,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,NOR,4,McLaren,18.0,6.0,0.0,Gearbox,0,0,0,0,,4.0,73.106,71.377,72.263,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,MAG,20,Haas F1 Team,19.0,8.0,0.0,Collision,0,0,0,0,,1.0,73.954,71.41,71.674,0
2022,21,São Paulo Grand Prix,São Paulo,2022-11-13,2022_21,RIC,3,McLaren,20.0,11.0,0.0,Collision,0,0,0,0,,14.0,74.931,72.14,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,84.754,84.622,83.824,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,LEC,16,Ferrari,2.0,3.0,18.0,Finished,0,1,1,0,,3.0,85.211,84.517,84.092,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,PER,11,Red Bull Racing,3.0,2.0,15.0,Finished,0,1,1,0,,2.0,84.82,84.419,84.052,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,SAI,55,Ferrari,4.0,4.0,12.0,Finished,0,0,1,0,,4.0,85.09,84.521,84.242,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,RUS,63,Mercedes,5.0,6.0,10.0,Finished,0,0,1,0,,6.0,85.545,84.94,84.511,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,NOR,4,McLaren,6.0,7.0,9.0,Finished,0,0,1,0,,7.0,85.387,84.903,84.769,1
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,OCO,31,Alpine,7.0,8.0,6.0,Finished,0,0,1,0,,8.0,85.735,85.007,84.83,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,STR,18,Aston Martin,8.0,14.0,4.0,Finished,0,0,1,0,,14.0,85.741,85.359,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,RIC,3,McLaren,9.0,13.0,2.0,Finished,0,0,1,0,,10.0,85.766,85.068,85.045,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,VET,5,Aston Martin,10.0,9.0,1.0,Finished,0,0,1,0,,9.0,85.523,84.974,84.961,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,TSU,22,AlphaTauri,11.0,11.0,0.0,Finished,0,0,0,0,,12.0,85.63,85.219,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,ZHO,24,Alfa Romeo,12.0,15.0,0.0,+1 Lap,0,0,0,0,,15.0,85.594,85.408,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,ALB,23,Williams,13.0,19.0,0.0,+1 Lap,0,0,0,0,,19.0,86.028,,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,GAS,10,AlphaTauri,14.0,17.0,0.0,+1 Lap,0,0,0,0,,17.0,85.859,,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,BOT,77,Alfa Romeo,15.0,18.0,0.0,+1 Lap,0,0,0,0,,18.0,85.892,,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,MSC,47,Haas F1 Team,16.0,12.0,0.0,+1 Lap,0,0,0,0,,13.0,85.711,85.225,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,MAG,20,Haas F1 Team,17.0,16.0,0.0,+1 Lap,0,0,0,0,,16.0,85.834,,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,HAM,44,Mercedes,18.0,5.0,0.0,Hydraulics,0,0,0,0,,5.0,85.594,84.774,84.508,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,LAT,6,Williams,19.0,20.0,0.0,Collision damage,0,0,0,0,,20.0,86.054,,,0
2022,22,Abu Dhabi Grand Prix,Yas Island,2022-11-20,2022_22,ALO,14,Alpine,20.0,10.0,0.0,Water leak,0,0,0,0,,11.0,85.782,85.096,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,VER,1,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,91.295,90.503,89.708,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,PER,11,Red Bull Racing,2.0,2.0,18.0,Finished,0,1,1,0,,2.0,91.479,90.746,89.846,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,ALO,14,Aston Martin,3.0,5.0,15.0,Finished,0,1,1,0,,5.0,91.158,90.645,90.336,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,SAI,55,Ferrari,4.0,4.0,12.0,Finished,0,0,1,0,,4.0,90.993,90.515,90.154,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,HAM,44,Mercedes,5.0,7.0,10.0,Finished,0,0,1,0,,7.0,91.543,90.513,90.384,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,STR,18,Aston Martin,6.0,8.0,8.0,Finished,0,0,1,0,,8.0,91.184,91.127,90.836,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,RUS,63,Mercedes,7.0,6.0,6.0,Finished,0,0,1,0,,6.0,91.057,90.507,90.34,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,BOT,77,Alfa Romeo,8.0,12.0,4.0,Finished,0,0,1,0,,12.0,91.504,91.443,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,GAS,10,Alpine,9.0,20.0,2.0,Finished,0,0,1,0,,20.0,92.181,,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,ALB,23,Williams,10.0,15.0,1.0,Finished,0,0,1,0,,15.0,91.461,,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,TSU,22,AlphaTauri,11.0,14.0,0.0,Finished,0,0,0,0,,14.0,91.4,92.51,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,SAR,2,Williams,12.0,16.0,0.0,Lapped,0,0,0,0,,16.0,91.652,,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,MAG,20,Haas F1 Team,13.0,17.0,0.0,Lapped,0,0,0,0,,17.0,91.892,,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,DEV,21,AlphaTauri,14.0,19.0,0.0,Lapped,0,0,0,0,,19.0,92.121,,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,HUL,27,Haas F1 Team,15.0,10.0,0.0,Lapped,0,0,0,0,,10.0,91.204,90.809,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,ZHO,24,Alfa Romeo,16.0,13.0,0.0,Lapped,0,0,0,0,,13.0,91.615,91.473,,1
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,NOR,4,McLaren,17.0,11.0,0.0,Lapped,0,0,0,0,,11.0,91.652,91.381,,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,OCO,31,Alpine,18.0,9.0,0.0,Retired,0,0,0,1,,9.0,91.508,90.914,90.984,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,LEC,16,Ferrari,19.0,3.0,0.0,Retired,0,0,0,1,,3.0,91.094,90.282,90.0,0
2023,1,Bahrain Grand Prix,Sakhir,2023-03-05,2023_1,PIA,81,McLaren,20.0,18.0,0.0,Retired,0,0,0,1,,18.0,92.101,,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,PER,11,Red Bull Racing,1.0,1.0,25.0,Finished,1,1,1,0,,1.0,89.244,88.635,88.265,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,VER,1,Red Bull Racing,2.0,15.0,19.0,Finished,0,1,1,0,,15.0,88.761,109.953,,1
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,ALO,14,Aston Martin,3.0,2.0,15.0,Finished,0,1,1,0,,3.0,89.298,88.757,88.73,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,RUS,63,Mercedes,4.0,3.0,12.0,Finished,0,0,1,0,,4.0,89.592,89.132,88.857,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,HAM,44,Mercedes,5.0,7.0,10.0,Finished,0,0,1,0,,8.0,89.689,89.374,89.223,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,SAI,55,Ferrari,6.0,4.0,8.0,Finished,0,0,1,0,,5.0,89.411,88.957,88.931,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,LEC,16,Ferrari,7.0,12.0,6.0,Finished,0,0,1,0,,2.0,89.376,88.903,88.42,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,OCO,31,Alpine,8.0,6.0,4.0,Finished,0,0,1,0,,7.0,89.707,89.255,89.078,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,GAS,10,Alpine,9.0,9.0,2.0,Finished,0,0,1,0,,10.0,89.89,89.411,89.357,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,MAG,20,Haas F1 Team,10.0,13.0,1.0,Finished,0,0,1,0,,13.0,89.744,89.634,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,TSU,22,AlphaTauri,11.0,16.0,0.0,Finished,0,0,0,0,,16.0,89.939,,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,HUL,27,Haas F1 Team,12.0,10.0,0.0,Finished,0,0,0,0,,11.0,89.547,89.451,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,ZHO,24,Alfa Romeo,13.0,11.0,0.0,Finished,0,0,0,0,,12.0,89.654,89.461,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,DEV,21,AlphaTauri,14.0,18.0,0.0,Finished,0,0,0,0,,18.0,90.244,,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,PIA,81,McLaren,15.0,8.0,0.0,Finished,0,0,0,0,,9.0,89.706,89.378,89.243,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,SAR,2,Williams,16.0,20.0,0.0,Finished,0,0,0,0,,20.0,128.51,,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,NOR,4,McLaren,17.0,19.0,0.0,Finished,0,0,0,0,,19.0,90.447,,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,BOT,77,Alfa Romeo,18.0,14.0,0.0,Lapped,0,0,0,0,,14.0,89.929,89.668,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,ALB,23,Williams,19.0,17.0,0.0,Retired,0,0,0,1,,17.0,89.994,,,0
2023,2,Saudi Arabian Grand Prix,Jeddah,2023-03-19,2023_2,STR,18,Aston Martin,20.0,5.0,0.0,Retired,0,0,0,1,,6.0,89.335,88.962,88.945,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,VER,1,Red Bull Racing,1.0,1.0,26.0,Finished,1,1,1,0,,1.0,90.031,89.374,89.179,1
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,PER,11,Red Bull Racing,2.0,5.0,18.0,Finished,0,1,1,0,,5.0,90.221,89.932,89.537,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,SAI,55,Ferrari,3.0,4.0,15.0,Finished,0,1,1,0,,4.0,89.909,89.573,89.507,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,LEC,16,Ferrari,4.0,2.0,12.0,Finished,0,0,1,0,,2.0,90.243,89.165,89.407,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,RUS,63,Mercedes,5.0,3.0,10.0,Finished,0,0,1,0,,3.0,90.35,89.922,89.485,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,NOR,4,McLaren,6.0,7.0,8.0,Finished,0,0,1,0,,7.0,90.143,89.941,89.614,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,HAM,44,Mercedes,7.0,9.0,6.0,Finished,0,0,1,0,,9.0,90.451,89.718,89.71,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,PIA,81,McLaren,8.0,8.0,4.0,Finished,0,0,1,0,,8.0,90.531,90.122,89.683,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,ALO,14,Aston Martin,9.0,6.0,2.0,Finished,0,0,1,0,,6.0,90.179,89.801,89.542,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,STR,18,Aston Martin,10.0,12.0,1.0,Finished,0,0,1,0,,12.0,89.965,90.2,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,ZHO,24,Kick Sauber,11.0,17.0,0.0,Lapped,0,0,0,0,,17.0,90.757,,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,MAG,20,Haas F1 Team,12.0,15.0,0.0,Lapped,0,0,0,0,,15.0,90.646,90.529,,0
2024,1,Bahrain Grand Prix,Sakhir,2024-03-02,2024_1,RIC,3,RB,13.0,14.0,0.0,Lapped,0,0,0,0,,14.0,90.562,90.278,,0
